Frame,Ball X,Ball Y,Speed,Angle,Min Distance to Player,Closest Player ID,Hit Player ID,Hit Power
92.0,970.0,423.0,395.2847075210474,108.43494882292202,82.98678681744933,3.0,,
93.0,970.0,442.0,475.0,90.0,104.81628567492105,3.0,,
94.0,967.0,460.0,456.20718977236646,99.46232220802563,120.67572484400824,3.0,,
95.0,967.0,483.0,575.0,90.0,143.97549500054902,3.0,,
96.0,967.0,502.0,475.0,90.0,161.0299388479373,3.0,,
97.0,967.0,532.0,750.0,90.0,187.85651389697256,3.0,,
98.0,962.0,562.0,760.3453162872775,99.46232220802563,220.0218386070082,3.0,,
99.0,962.0,592.0,750.0,90.0,231.83745364082253,1.0,,
100.0,962.0,622.0,750.0,90.0,223.57483050386898,1.0,,
101.0,962.0,660.0,950.0,90.0,207.76539557399764,2.0,,
102.0,962.0,697.0,925.0,90.0,187.29299975277652,2.0,,
103.0,962.0,731.0,850.0,90.0,170.50102494021237,2.0,,
104.0,967.0,731.0,125.0,0.0,158.62870758995032,2.0,,
105.0,967.0,727.0,100.0,-90.0,159.12654299003844,2.0,,
106.0,967.0,727.0,0.0,0.0,161.97128801833958,2.0,,
107.0,967.0,731.0,100.0,90.0,156.38157186613032,2.0,,
108.0,970.0,735.0,125.0,53.13010235415598,150.70815812809585,2.0,,
109.0,975.0,738.0,145.77379737113253,30.96375653207352,138.34015774096787,2.0,,
110.0,975.0,746.0,200.0,90.0,130.30511087924833,2.0,,
111.0,977.0,757.0,279.5084971874737,79.69515353123397,113.004304613522,2.0,,
112.0,982.0,768.0,302.0761493398643,65.55604521958347,86.28664734002456,2.0,2.0,22.567652152390565
113.0,982.0,769.0,25.0,90.0,98.41985819519424,2.0,,
114.0,977.0,708.0,1530.1143748099357,-94.68589983950271,130.15383574420792,2.0,,
115.0,975.0,660.0,1201.0412149464314,-92.38594403038883,160.98496378406398,2.0,,
116.0,967.0,615.0,1142.6394882026439,-100.08059798754232,200.70158807984419,2.0,,
117.0,967.0,573.0,1050.0,-90.0,212.4619237774139,1.0,,
118.0,962.0,543.0,760.3453162872775,-99.46232220802563,214.53964868770157,1.0,,
119.0,958.0,507.0,905.5385138137417,-96.3401917459099,184.70836135024933,4.0,,
120.0,952.0,480.0,691.4658342969665,-102.52880770915151,158.62764357731461,4.0,,
121.0,952.0,457.0,575.0,-90.0,140.66279243911777,4.0,,
122.0,948.0,437.0,509.9019513592784,-101.30993247402021,125.0484286846855,4.0,,
123.0,945.0,420.0,431.5669125408017,-100.00797980144135,110.91103564688876,4.0,,
124.0,945.0,405.0,375.0,-90.0,105.16104279979356,4.0,,
125.0,941.0,390.0,388.1043674065006,-104.93141717813755,95.55768115530202,4.0,,
126.0,937.0,382.0,223.60679774997897,-116.56505117707799,87.05150612101265,4.0,,
127.0,937.0,375.0,175.0,-90.0,82.49451073393432,4.0,,
128.0,1653.0,420.0,17935.317811513683,3.596261608178076,551.3244336862126,3.0,,
129.0,1653.0,420.0,0.0,0.0,552.2755635357403,3.0,,
130.0,1653.0,420.0,0.0,0.0,551.8872029388336,3.0,,
131.0,1657.0,420.0,100.0,0.0,558.5932402379871,3.0,,
132.0,1661.0,420.0,100.0,0.0,570.3042153376643,3.0,,
133.0,1665.0,423.0,125.0,36.86989764584402,574.8486555516655,3.0,,
134.0,941.0,397.0,18111.667510199055,-177.94330059008186,55.68061250546302,4.0,4.0,17986.667510199055
135.0,945.0,411.0,364.0054944640259,74.05460409907715,63.402945292689054,4.0,,
136.0,945.0,423.0,300.0,90.0,71.86483481695628,4.0,,
137.0,952.0,442.0,506.2114182829147,69.77514056883192,89.86888753140693,4.0,,
138.0,952.0,465.0,575.0,90.0,107.45849387060872,4.0,,
139.0,956.0,483.0,460.9772228646444,77.47119229084849,125.16950235152618,4.0,,
140.0,962.0,502.0,498.1214711292819,72.47443162627712,147.422730013155,4.0,,
141.0,967.0,532.0,760.3453162872775,80.53767779197439,164.75012182023772,1.0,,
142.0,970.0,562.0,753.7406715840667,84.28940686250037,157.95829095732475,1.0,,
143.0,975.0,588.0,661.9101147436863,79.11447294534128,162.6772327118808,1.0,,
144.0,982.0,622.0,867.8277478854891,78.36636600105956,180.17096707872503,1.0,,
145.0,985.0,656.0,853.3024082938006,84.95754893082909,199.54645810480608,1.0,,
146.0,990.0,692.0,908.6390922693123,82.09283729704154,191.86122252488659,2.0,,
147.0,997.0,720.0,721.5434844830905,75.96375653207353,174.1975320446429,2.0,,
148.0,1000.0,727.0,190.39432764659773,66.80140948635182,167.6676620075065,2.0,,
149.0,1005.0,735.0,235.8495283014151,57.9946167919165,159.58317491630086,2.0,,
150.0,1012.0,750.0,413.82363393117123,64.98310652189998,143.42279131803696,2.0,,
151.0,1016.0,761.0,292.61749776799064,70.01689347810003,131.29790915250234,2.0,,
152.0,1020.0,780.0,485.41219597368996,78.11134196037202,126.95962114517579,2.0,,
153.0,1027.0,797.0,459.61940777125585,67.61986494804043,116.83637778614666,2.0,,
154.0,1027.0,786.0,275.0,-90.0,110.45422199361252,2.0,2.0,184.61940777125585
155.0,1016.0,716.0,1771.4753738056875,-98.930590100419,139.1018942761234,2.0,,
156.0,1007.0,660.0,1417.9650912487232,-99.13017648227869,178.264726940631,2.0,,
157.0,997.0,603.0,1446.7636296230287,-99.95062668795161,225.08665576811904,2.0,,
158.0,990.0,555.0,1212.6932835634902,-98.29714496983688,220.9508197001696,1.0,,
159.0,985.0,521.0,859.1420138719791,-98.3658861240326,206.7851874297833,3.0,,
160.0,975.0,468.0,1348.37865601618,-100.68491240000272,168.40817472734983,4.0,,
161.0,967.0,437.0,800.3905296791061,-104.4702941000659,144.05507962871053,4.0,,
162.0,962.0,401.0,908.6390922693123,-97.90716270295846,127.08393397956011,4.0,,
163.0,952.0,360.0,1055.0473923004595,-103.70696100407982,114.24724285782881,4.0,,
164.0,1653.0,416.0,17580.831180578465,4.567424034832256,541.9990826807748,3.0,,
165.0,937.0,302.0,18125.46551126343,-170.95342218342958,118.26305297502527,4.0,,
166.0,930.0,281.0,553.3985905294663,-108.43494882292202,121.49918289293684,4.0,,
167.0,926.0,258.0,583.6308764964376,-99.86580694308438,135.12764053517245,4.0,,
168.0,918.0,240.0,492.4428900898052,-113.96248897457819,146.8398736342573,4.0,,
169.0,915.0,225.0,382.4264635194589,-101.30993247402021,154.01192973358988,4.0,,
170.0,907.0,205.0,538.5164807134504,-111.80140948635182,164.97800683707655,4.0,,
171.0,903.0,195.0,269.2582403567252,-111.80140948635182,174.72569888380363,4.0,,
172.0,896.0,187.0,265.75364531836624,-131.18592516570965,178.8101020180401,4.0,,
173.0,892.0,175.0,316.22776601683796,-108.43494882292202,184.72163220403684,4.0,,
174.0,885.0,172.0,190.39432764659773,-156.80140948635182,186.54487313614624,4.0,,
175.0,881.0,165.0,201.55644370746373,-119.74488129694222,174.74429054581543,4.0,,
176.0,873.0,161.0,223.60679774997897,-153.434948822922,177.4014956098305,4.0,,
177.0,870.0,157.0,125.0,-126.86989764584402,181.54846870034507,4.0,,
178.0,862.0,157.0,200.0,180.0,176.87858125918328,4.0,,
179.0,858.0,157.0,100.0,180.0,178.81824492773308,4.0,,
180.0,855.0,161.0,125.0,126.86989764584402,181.1640494884359,4.0,,
181.0,851.0,165.0,141.4213562373095,135.0,178.44115760953844,4.0,,
182.0,847.0,168.0,125.0,143.13010235415598,176.32011220860966,4.0,,
183.0,840.0,175.0,247.48737341529164,135.0,162.64540523582187,4.0,,
184.0,840.0,183.0,200.0,90.0,146.50230682221428,4.0,,
185.0,832.0,191.0,282.842712474619,135.0,120.8178519511055,4.0,,
186.0,836.0,206.0,388.1043674065006,75.06858282186245,102.95170048731416,4.0,,
187.0,888.0,302.0,2729.4688127912364,61.55707137563666,43.592222294147405,4.0,4.0,2341.3644453847355
188.0,926.0,382.0,2214.158982548453,64.59228189105153,106.45181017285918,4.0,,
189.0,970.0,465.0,2348.536778506992,62.0710212913191,173.97082169990097,3.0,,
190.0,1007.0,540.0,2090.7534527055072,63.74134044519272,209.16666708234797,3.0,,
191.0,1054.0,571.0,1407.5688260259246,33.40782458970893,221.87980012738302,3.0,,
192.0,1095.0,566.0,1032.5938214031692,-6.952957468173915,211.3722631436889,3.0,,
193.0,1128.0,555.0,869.6263565463044,-18.43494882292201,201.37163422728253,3.0,,
194.0,1166.0,547.0,970.8243919473799,-11.888658039627975,200.92552569049352,3.0,,
195.0,1206.0,540.0,1015.1970252123476,-9.926245506651705,207.91951517380036,3.0,,
196.0,1245.0,536.0,980.114789195633,-5.856013585428958,222.19937390954482,3.0,,
197.0,1280.0,535.0,875.3570700005799,-1.6365770416167182,238.1213881130142,2.0,,
198.0,1314.0,543.0,873.2124598286489,13.240519915187205,221.2016252298582,2.0,,
199.0,1329.0,533.0,450.6939094329987,-33.690067525979785,220.24785030087318,2.0,,
200.0,1334.0,510.0,588.430114796991,-77.7352262721076,230.33641537709033,2.0,,
201.0,1335.0,480.0,750.4165509901817,-88.09084756700362,246.5260317265708,2.0,,
202.0,1312.0,457.0,813.1727983645296,-135.0,215.58914705273236,3.0,,
203.0,1290.0,437.0,743.3034373659253,-137.72631099390625,182.6458554057426,3.0,,
204.0,1263.0,420.0,797.6528066771908,-147.80426606528675,148.64753722463726,3.0,,
205.0,1241.0,405.0,665.6763477847174,-145.71312302279105,121.05805193377707,3.0,,
206.0,1222.0,393.0,561.8051263561058,-147.72435568542238,98.02402417965135,3.0,,
207.0,1203.0,386.0,506.2114182829147,-159.77514056883192,76.90362830677368,3.0,,
208.0,1185.0,378.0,492.4428900898052,-156.03751102542182,58.061293488466525,3.0,,
209.0,1170.0,375.0,382.4264635194589,-168.6900675259798,46.320266557784656,3.0,,
210.0,1151.0,371.0,485.41219597368996,-168.11134196037204,29.618032637655496,3.0,,
211.0,1136.0,371.0,375.0,180.0,18.605484300936677,3.0,,
212.0,1121.0,371.0,375.0,180.0,9.705880124909372,3.0,,
213.0,1110.0,375.0,292.61749776799064,160.01689347810003,10.97464889071863,3.0,,
214.0,1095.0,378.0,382.4264635194589,168.6900675259798,10.866553166071528,3.0,,
215.0,1080.0,377.0,375.8324094593227,-176.18592516570965,9.573619138214598,3.0,3.0,6.594054060136159
216.0,1071.0,382.0,257.390753524675,150.94539590092285,100.47327612410224,1.0,,
217.0,1057.0,383.0,350.891721190455,175.91438322002512,31.728867256083504,3.0,,
218.0,1047.0,396.0,410.03048667141815,127.56859202882748,47.14122832589126,3.0,,
219.0,1035.0,442.0,1188.4864324004714,104.62087398863166,19.152839771412633,1.0,,
220.0,1049.0,475.0,896.1724164467461,67.01128319791937,18.0325461654994,1.0,,
221.0,1023.0,445.0,992.4716620639604,-130.91438322002512,62.66709973106579,1.0,,
222.0,1133.0,429.0,2778.938646318051,-8.2758928270752,43.93240823764298,1.0,,
223.0,1146.0,393.0,956.882960450232,-70.14478563067895,71.20537728133442,1.0,,
224.0,1202.0,429.0,1664.3316977093239,32.7352262721076,76.35534159223508,1.0,,
225.0,992.0,405.0,5284.174486142561,-173.48019824834302,82.38459994401477,3.0,,
226.0,990.0,386.0,477.62432936357,-96.00900595749452,76.94434599049585,3.0,,
227.0,985.0,371.0,395.2847075210474,-108.43494882292202,78.41661219961509,3.0,,
228.0,982.0,356.0,382.4264635194589,-101.30993247402021,77.01756326102434,3.0,,
229.0,1747.0,521.0,19564.796191118374,12.171458208587472,570.9113714402098,2.0,,
230.0,977.0,330.0,19833.384103576474,-166.06885414488838,70.11064210067208,3.0,,
231.0,975.0,322.0,206.15528128088303,-104.03624346792648,70.12947804269889,3.0,,
232.0,1743.0,521.0,19834.07736699643,14.526687565628185,594.7615250525353,1.0,,
233.0,945.0,330.0,20513.486417476674,-166.5395741253185,96.07039750100385,3.0,,
234.0,926.0,345.0,605.1859218455103,141.70983680775691,87.42513209783792,4.0,,
235.0,900.0,360.0,750.4165509901817,150.01836063115067,66.8966259688606,4.0,,
236.0,877.0,375.0,686.4765108872991,146.88865803962798,56.45583088935822,4.0,4.0,63.94004010288256
237.0,858.0,393.0,654.31261641512,136.54815769897797,62.38948759009612,4.0,,
238.0,832.0,411.0,790.5694150420948,145.30484646876604,75.4705191964141,4.0,,
239.0,806.0,437.0,919.2388155425117,135.0,104.87000984098232,4.0,,
240.0,780.0,457.0,820.0609733428363,142.43140797117252,130.13116854257166,4.0,,
241.0,753.0,483.0,937.0832406995656,136.0809241866607,161.7689765661551,4.0,,
242.0,735.0,502.0,654.31261641512,133.45184230102205,182.6274081558059,4.0,,
243.0,697.0,540.0,1343.5028842544402,135.0,231.20167947187764,4.0,,
244.0,667.0,573.0,1114.9551560488878,132.27368900609375,267.4087069649816,2.0,,
245.0,637.0,607.0,1133.5784048754635,131.42366562500266,248.40917663806363,2.0,,
246.0,607.0,645.0,1210.3718436910206,128.29016319224309,224.36027058587445,2.0,,
247.0,573.0,682.0,1256.2344526401112,132.58049078334366,207.70196653787855,2.0,,
248.0,540.0,727.0,1395.0806428303706,126.2538377374448,210.15184916436996,2.0,,
249.0,506.0,757.0,1133.5784048754635,138.57633437499737,217.39384838646663,2.0,,
250.0,476.0,761.0,756.6372975210778,172.40535663140858,224.64269906538436,2.0,,
251.0,444.0,768.0,818.9169677079599,167.6609127216738,234.35054595322202,2.0,,
252.0,416.0,775.0,721.5434844830905,165.96375653207352,239.22843140129845,2.0,,
253.0,382.0,786.0,893.3784192602818,162.07208023799276,246.98000782066674,2.0,,
254.0,352.0,797.0,798.8272654335229,159.86369657175186,256.5744352388715,2.0,,
255.0,318.0,812.0,929.0452088031022,156.1940564815423,267.76568834378963,2.0,,
256.0,285.0,832.0,964.6890690787369,148.7815972356536,282.9166786453602,2.0,,
257.0,247.0,851.0,1062.1322893124,153.434948822922,281.5690543086712,2.0,,
258.0,243.0,843.0,223.60679774997897,-116.56505117707799,267.305871020279,2.0,,
259.0,247.0,825.0,460.9772228646444,-77.47119229084849,249.4824575603055,2.0,,
260.0,247.0,812.0,325.0,-90.0,243.78739732300792,2.0,,
261.0,247.0,802.0,250.0,-90.0,238.0226406191266,2.0,,
262.0,251.0,795.0,201.55644370746373,-60.25511870305778,213.59734000978813,2.0,,
263.0,270.0,786.0,525.594901040716,-25.34617594194669,166.4596330367308,2.0,2.0,324.03845733325227
264.0,249.0,806.0,725.0,136.39718102729637,191.37113214330532,2.0,,
265.0,247.0,768.0,951.3148795220224,-93.01278750418334,188.05590905178306,2.0,,
266.0,266.0,723.0,1221.1674741819813,-67.10944834375167,175.88962031138593,2.0,,
267.0,232.0,656.0,1878.3303756261837,-116.90609345593684,535.2348910957179,4.0,,
268.0,225.0,611.0,1138.52975367357,-98.84181456019168,228.01739947659902,2.0,,
269.0,461.0,570.0,5988.37415330739,-9.85556091681428,272.4196125055331,4.0,,
270.0,495.0,536.0,1202.0815280171307,-45.0,214.26024124222712,4.0,,
271.0,539.0,505.0,1345.5946640797888,-35.166436035792884,155.31029384742436,4.0,,
272.0,555.0,476.0,828.0247580839598,-61.1134182330893,125.19065824597011,4.0,,
273.0,581.0,450.0,919.2388155425117,-45.0,91.07841493174631,4.0,,
274.0,600.0,435.0,605.1859218455103,-38.29016319224307,70.53037200045014,4.0,,
275.0,630.0,408.0,1009.0218035305282,-41.98721249581666,38.38825649093996,4.0,,
276.0,656.0,393.0,750.4165509901817,-29.981639368849336,24.414422408941526,4.0,,
277.0,675.0,386.0,506.2114182829147,-20.224859431168078,24.013477089178384,4.0,,
278.0,686.0,379.0,325.96012026013244,-32.47119229084849,29.426935067480233,4.0,,
279.0,686.0,375.0,100.0,-90.0,32.611246581031885,4.0,,
280.0,699.0,361.0,477.62432936357,-47.12109639666146,47.43956454185938,4.0,,
281.0,701.0,376.0,378.3186487605389,82.40535663140857,34.27915742912183,4.0,,
282.0,714.0,387.0,425.73465914816006,40.23635830927382,23.626965613817937,4.0,,
283.0,708.0,395.0,250.0,126.86989764584402,18.379401139803154,4.0,,
284.0,716.0,413.0,492.4428900898052,66.03751102542182,1.7854165788894938,4.0,4.0,242.4428900898052
285.0,708.0,431.0,492.4428900898052,113.96248897457819,20.12889850900576,4.0,,
286.0,697.0,453.0,614.9186938124421,116.56505117707799,42.592306701943684,4.0,,
287.0,682.0,480.0,772.172260574025,119.05460409907714,71.43428938736018,4.0,,
288.0,675.0,502.0,577.1698190307598,107.65012421993013,94.49682384351004,4.0,,
289.0,663.0,532.0,807.7747210701755,111.80140948635182,123.91524215013114,4.0,,
290.0,660.0,528.0,125.0,-126.86989764584402,121.86659385462174,4.0,,
291.0,656.0,517.0,292.61749776799064,-109.98310652189998,115.08054949970746,4.0,,
292.0,652.0,498.0,485.41219597368996,-101.88865803962798,104.47876160190684,4.0,,
293.0,648.0,487.0,292.61749776799064,-109.98310652189998,101.69387645966556,4.0,,
294.0,645.0,480.0,190.39432764659773,-113.19859051364818,96.07330727157441,4.0,,
295.0,645.0,472.0,200.0,-90.0,99.72649631517193,4.0,,
296.0,641.0,465.0,201.55644370746373,-119.74488129694222,95.79398748093121,4.0,,
297.0,637.0,457.0,223.60679774997897,-116.56505117707799,90.36550299823263,4.0,,
298.0,637.0,457.0,0.0,0.0,96.78093684019245,4.0,,
299.0,633.0,453.0,141.4213562373095,-135.0,99.16056537782332,4.0,,
300.0,630.0,453.0,75.0,180.0,104.51073596775996,4.0,,
301.0,630.0,453.0,0.0,0.0,103.15906952909282,4.0,,
302.0,626.0,457.0,141.4213562373095,135.0,109.37520998232985,4.0,,
303.0,622.0,461.0,141.4213562373095,135.0,115.02049896235083,4.0,,
304.0,210.0,465.0,10300.485425454472,179.44374777291932,417.4454015239477,2.0,2.0,10159.064069217162
305.0,618.0,472.0,10201.501115032042,0.9829193891732694,124.81499275114447,4.0,,
306.0,615.0,483.0,285.0438562747845,105.25511870305779,133.8021830841003,4.0,,
307.0,615.0,495.0,300.0,90.0,140.66156618458695,4.0,,
308.0,615.0,502.0,175.0,90.0,140.86020132195083,2.0,,
309.0,611.0,521.0,485.41219597368996,101.88865803962798,113.52749215571042,2.0,,
310.0,607.0,540.0,485.41219597368996,101.88865803962798,87.41152215742714,2.0,,
311.0,213.0,555.0,9857.135740163063,177.81974155033467,374.6376845343287,2.0,,
312.0,217.0,577.0,559.0169943749474,79.69515353123397,371.909181897357,2.0,,
313.0,213.0,592.0,388.1043674065006,104.93141717813755,372.41036028213057,2.0,,
314.0,0.0,0.0,15728.815117484217,-109.78859416653104,829.8568575388198,4.0,,
315.0,0.0,0.0,0.0,0.0,621.259943041666,17.0,,
316.0,0.0,0.0,0.0,0.0,622.0260564975379,17.0,,
317.0,0.0,0.0,0.0,0.0,828.4788708711461,2.0,,
318.0,0.0,0.0,0.0,0.0,827.5894167305393,2.0,,
